"CodeNum","CodeName","FullName","AC001A","AC002A","AC013A","AC004A","AC014A","AC014C","AC022A","AC024A","AC025A","AC077A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC142A","AC148A","AC152A","AC9964","AC9969","AC9974","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM101A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY019A","CY004A","CY9991","CY010A","CY9988","CY9999","DE001A","DP9999","DT004B","DT002A","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU052A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053A","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO023A","GO025B","GO025F","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA167A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE012A","NE020A","NE9999","NI152A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA9996","TA003A","TA004A","TA005A","TA9999","TE001A"
30,"burnm1996","",0,0.612557,11.9449,0.765697,0,0,0,0,0,0.153139,0,0,0,0,0,0.459418,0,0.153139,0,0,0.918836,0,0,0,0,0,0,0,0,0,0,0,0.306279,0,0,0,0,0,0,0,0,0,0,0,0,12.2511,0,1.83767,0,0,0,0,3.67534,0,0,0,0,0,0,0,0,0.153139,0,0,0.153139,0.918836,0.918836,0.306279,0,0,0,0.306279,0,37.0597,0,0,0,0.306279,0,0,0,0.612557,0.612557,0,1.22511,0,0,0.306279,0,0,0.306279,0,0,0.918836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612557,0.459418,0.612557,0,0,0,0,0,0,0.306279,0,0,0,0,0,0,0,0,0,0,0,0,0.306279,0,0.459418,0.612557,0,0,0,0,0,0,0,0,3.06279,0,0,0,0.153139,0,0,0,0,0,0,0,0,0,0,0,0,0.153139,0,0,0,0,0,0,0,0,0,0.612557,0,0,0.153139,0,0,0,0,0,0,0.153139,0,0,0,0,0,0.612557,0.612557,0.153139,0,0,0,0,0,0.306279,0,0.306279,0,0,0,0,0,0,0.918836,1.83767,0,0,0.306279,0.306279,0,0,0.306279,1.22511,0,1.68453,0,0,1.68453,0,0,0,0,0,0,1.68453,0,0,0,0,0,0,0,0,0,0,0,0.612557,0,0,0,0,0.306279,0,0,0.306279,0,0,0,0,0.612557,0,0,1.22511,0,0,0,0,0,0.153139
31,"burnm1997","",0,1.68776,9.00141,0.562588,0,0,0,0,0.281294,0,0,0.140647,0,0,0,0.281294,0,0,0,0,0,0,0.281294,0,0,0,0,0.281294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140647,11.1111,0.562588,2.95359,0,0,0,0,2.391,0,0,0,0,1.26582,0,0,0,0,0,0.562588,0,1.26582,0,0,0,0,0,0,0,48.2419,0.562588,0,0,0,0,0.562588,0,0.421941,0.281294,0,0.281294,0,0,0,0,0,0,0,0,0.562588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281294,0.281294,0.281294,0.421941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82841,0,0,0,0,0,0,0,0,2.81294,0,0.140647,0,0.281294,0,0.140647,0,0.843882,0,0.140647,0,0,0,0,0,0,0.843882,0.562588,0.140647,0,0,0,0,0,0,0.281294,0,0,0.140647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703235,2.391,0,0,0,0,0,0,0,1.26582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140647,0,0,0,0,0,0,0,0,0,0,0,0,0.281294,0,0,0,0,0,0,0,0,0,0,1.26582,0,0,0,0.281294,0,0
32,"burnm1998","",0,0,13.2,0.2,0,0.4,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,0,3.6,0,0,0,0,5.8,0,0.6,0,0,2,0.2,0,0,0,0,0,0,1.4,0.6,0,0,0,0,0.6,0,27.8,0,0,0,0.2,0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,3.6,0,0.4,0.4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0,0.8,0,0,0,0.4,0,0,0.6,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0
33,"burnm1999","",0,0,16.1538,0.384615,0,0,0,0,0,0,0.384615,0,0,0,0,0,0.192308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846,0,1.92308,0,0,0,0,3.26923,0,0,0,0,0.961538,0.192308,0,0,0,0,0,0,0.384615,0,0,0,0,0,0.192308,0,43.2692,1.53846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384615,0.576923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769231,0,0.192308,0,3.84615,0,0,0,0,0,0,0,0,1.73077,0,0,0,0.576923,0,0,0,0,0,0.384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192308,0,0.961538,1.15385,0,0,0,0,0,0,0,1.34615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53846,0,0,0,0,0,0
34,"burnm2000","",0,0,22.2008,0.579151,0,0,0.579151,0.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3861,0,0,0,0.19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3861,12.3552,0,3.4749,0,0,0,0,2.3166,0,0,0,0.19305,0.965251,0,0,0,0,0,0,0,0.19305,0,0,0,0,0,0,0,31.8533,1.35135,0,0,0.579151,0,0,0,0.19305,0,0,0.3861,0,0,0,0,0,0.772201,0,0,0.965251,0,0,0.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19305,0,0,0.19305,0,0.3861,0,0,0,0.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89575,0,0,0,0,0,0,0,0,3.4749,0,0,0,0.19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19305,0,0.3861,0,0,0,0,0,0.579151,0,0,0.772201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579151,0.3861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965251,2.3166,0,0.965251,0,0,0,0,0,1.73745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579151,0.19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9305,0,0,0,0,0,0
35,"burnm2001","",0,0,16.8067,0.420168,0,0,0.630252,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.084,0,1.47059,0,0,0,0,1.47059,0,1.2605,0,0,0.840336,0,0,0,0,0,0,0,0,0,0,0,0.420168,0,0.630252,0,49.1597,0.840336,0,0,0.210084,0,0,0,0.210084,0.210084,0,0,0,0,0.420168,0,0,0.420168,0,0,0.420168,0,0,0.630252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0.210084,2.31092,0,0,0,0,0,0,0,0,3.57143,0,0,0,0.420168,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0.420168,0.420168,0,0.420168,0.420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47059,0,0.840336,0,0,0,0,0,0.840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840336,0,0,0,0,0,0
36,"burnm2002","",0,0,14.0977,0.37594,0,0.56391,0,0,0,0,0.18797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2782,0,1.8797,0,0,0,0,3.57143,0,0,0,0.37594,0.75188,0,0,0,0,0,0,0,0.75188,0,0,0,0,0,0,0,52.4436,0,0,0,0,0,0,0,0,0,0,1.31579,0,0,0,0,0,0,0,0,0.18797,0,0.37594,0,0,0,0,0,0,0.37594,0,0,0,0,0,0,0,0,0,0,0,0.93985,0.18797,0,0,0,0,0,0,0,0,0.37594,0,0,0,0,0,0,0,0,0,0,0.75188,0,0,0,1.12782,0,0,0,0,0,0,0,0,2.06767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37594,0,0,0,0,0,0,0,0,0.18797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44361,0,0,0.37594,0,0,0,0,0.37594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18797,0,0,0,0,0,0,0.93985,0,0,0,0,0,0
37,"burnm2003","",0,0,12.5912,0.912409,0,0,0.364964,0,0,0,0,0,0,0,0,0,0.182482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,9.12409,0,2.55474,0,0,0,0,2.55474,0,0.182482,0,0.182482,0.364964,0,0,0,0.182482,0,0,0,1.09489,0,0,0,0,0,0,0,56.3869,0,0,0,0,0.364964,0,0,0,0.182482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912409,0,0.182482,0,0,0,2.0073,0,0,0,0,0,0,2.55474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547445,0.182482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912409,0,0.364964,0,0,0,0,0,1.64234,0,0,0,0,0,0,0,0,0,0.364964,0,0,0,0,0,0,0,0,0,0.182482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45985,0,0,0,0,0,0
38,"burnm2004","",0,0,15.3846,0.18315,0,0.18315,0.3663,0,0.18315,0,0,0,0,0.3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3663,0,0,0,0,0,0,0,0.3663,0,0,0,0,11.9048,0,3.47985,0,0,0,0,0.915751,0,0,0,1.4652,0,0,0,0,0,0,0,0,0.3663,0,0,0,0,0,0,0,54.7619,0,0,0,0.549451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18315,0.3663,0,0,0,0,0,0,0,0,0.3663,0,0,0,0,0,0,0,0,0,0,1.4652,0,0,0,0,0,0,0,0,0,0,0.3663,0,1.0989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915751,0.18315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28205,0,0.18315,0,0,0,0,0,1.0989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18315,0,1.0989,0,0,0,0,0,0
39,"burnm2005","",0,0,22.1811,0,0,0.924214,0.369686,0,0,0,0.184843,0,0.554529,0,0,0,0.924214,0.184843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3087,0,3.14233,0,0.554529,0,0,3.51201,0,0.369686,0,1.10906,0,0,0,0,0.369686,0,0,0,0.739372,0,0,0,0.369686,0,0,0,34.3808,0,0,0.184843,0.184843,0,0,0,0,0.184843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184843,0,0,0,0,0,0,0,0,0,0.369686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10906,0,0.369686,0,0,0,0,0,0,4.25139,0,0.369686,0,0,0,0,0,0,0,0.369686,0,0.184843,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184843,0,0,0.184843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84843,0,0,0,0,0,0,0,0.924214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739372,0,1.2939,0,0,2.5878,0,0,0,0,0,0
40,"chon1991","",0.43956,0,1.31868,0,0.21978,0,0,0,0.21978,0,1.0989,0,0,0,0,0.879121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43956,0,0,0,0,0,0,0,0,0,1.75824,0.43956,1.0989,0,0,0,0,0,0,4.3956,0,0,0,0.659341,0,0,0,0,0,0,0.21978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21978,0,0,0,0,1.97802,0.21978,0,4.83516,0,0,3.07692,0,0,0,0,0,0,0,0.43956,0.21978,0,0,0,0,0,0,0,0,1.0989,0,0,25.0549,0.21978,0.43956,0.43956,0,0,0.21978,0,0,0.659341,0,0,0,0.21978,0,0,0.21978,0,0,0,0,0.21978,0,0,0.879121,0,0,0.43956,0,0,0,1.75824,0,0,5.49451,0,2.63736,0.21978,0.21978,0,0,0,0,0.21978,0.21978,0,0,0,0,0,0,0.21978,0.21978,0,0,0,0,0,0,0,0,0,0.43956,0,0,0.43956,0,0.21978,0,0,0,0,0,0,0,0,0,1.53846,8.79121,0,0,0,0.43956,0,0,0,0,0,0,0,0,0,0,0,0,0.21978,0,0,0,0,0,0,0,6.81319,0,0,0.21978,0,0,0,0.21978,0,0,0,0,0,0,0,0.43956,0.21978,0,0.21978,0,0,0,0,0,0,0,0,0,0,0.21978,0,0,0,0.21978,0,0,0,0,0.21978,0,9.45055,0,1.97802,2.1978,0,0,0
41,"chon1992","",0.2331,0,4.1958,0,0,0.932401,3.4965,0.2331,0,0,0.2331,0.2331,0,0,0,2.0979,0,0,0,0.2331,0.2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2331,0,0,0,0.2331,0,0,0,0,0,0,1.1655,0,1.1655,0,0,0,0,0,0,6.29371,0,0.2331,0,0.699301,0,0,0,0.2331,0,0,0.699301,0,0,0,0,0,0,0,0.4662,0,0,0,0,0,0,0,0,0.932401,0,0,0,0,0,0,0,5.12821,0,0,1.1655,0,0,0.2331,0,0,0,0,0,0,0,0,0.2331,0,0,0,0,0,0.2331,0,0,17.9487,2.7972,0.4662,0,0,0,0,0.4662,0,0.932401,0,0,0,0,0,0,0,1.6317,0,0,0,1.1655,0,0,0,0.932401,0,0,0,0,0,2.0979,0,0,5.82751,0,1.8648,0.4662,0,0,0,0,0,0,0,0,0,0,0.4662,0,0,0,0,0,1.6317,0.2331,0,0,0.2331,0,0,0,0,0,0.4662,0.2331,0,0.2331,0,0,0,0,0,0,0,0,0,2.0979,7.45921,0.4662,0,0,0,0,0,0.2331,0,0.2331,0,0,0.2331,0,0,0,0,0.4662,0,0,0,0,0,0,0,5.82751,0,0,0,0,0,0,0.4662,0,0,0,0,0,0,0.699301,1.1655,0,0,0.4662,0,0.699301,0,0,0,0,0,0,0,0,0,0,0.2331,0,0.2331,0,0,0,0,0,0,6.52681,0,0.4662,0.4662,0,0,0
42,"chon1994","",0,0,3.23383,0,0,1.24378,1.74129,0,0,0,0,0.248756,0,0,0,0.995025,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98507,0,1.24378,0,0,0,0,0,0,3.9801,0,0,0,0.995025,0,0,0,0,0,0.248756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497512,0.497512,0,0,0,0,0.248756,0,0,5.72139,0,0,1.49254,0,0,0.248756,0,0,0,0,0,0.248756,0,0,0,0,0,0.248756,0,0,0.248756,0,0,28.607,0.995025,0.497512,0,0,0,0.248756,0,0,1.74129,0,0,0,0,0,0,0,0.248756,0,0,0,0.995025,0,0,0,0.746269,0,0.497512,0,0,0,3.73134,0,0,4.22886,0,2.48756,0.497512,0.248756,0,0,0,0,0,0.248756,0,0,0,0.995025,0,0,0,0,0,0,0.248756,0,0.248756,0,0,0,0,0,0,0,0.248756,0,0,0.248756,0,0,0,0,0,0,0,0,0,3.48259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756,0,0,0,0,0,0,0,7.71144,0.248756,0,0,0,0,0,0,0,0,0.248756,0,0,0,0.746269,1.24378,0,0.248756,0,0,0,0,0,0.248756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248756,0,0.248756,6.96517,0.497512,1.74129,0.995025,0,0,0
43,"chon1995","",0,0,1.68421,0,0,0,1.26316,0,0,0,0,0,0,0,0,0.631579,0,0,0,0,0,0,0,0,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57895,0,1.68421,0,0,0,0,0,0,1.26316,0,1.26316,0,0.631579,0,0,0,0.421053,0,0,0.631579,0,0,0,0,0,0,0,0.210526,0,0,0,0,0,0,0,0,0,0,0,0,0.210526,0.421053,0,0,4.63158,0,0,1.26316,0,0,0.421053,0,0,0.210526,0,0,0.210526,0,0,0,0,0,0,0,0.421053,0.421053,0,0,31.1579,1.89474,0.842105,0,0,0,0,0,0,0.421053,0,0,0,0.421053,0,0,0,0,0,0,0,1.89474,0,0,0,3.57895,0,0,0,0,0,0,0,0,7.57895,0,2.94737,0.631579,0,0,0,0,0.210526,0,0,0,0,0,0.421053,0,0,0,0,0,0.210526,0,0,0,0,0,0.210526,0,0,0,0,0.631579,0,0,0,0,0,0,0,0,0,0,0,0.210526,4.84211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73684,0,0,0.210526,0,0,0.210526,0,0,0,0.210526,0,0,0,0.210526,0,0,0,0,0,0,0,0,0.210526,0,0,0.210526,0,0,0.210526,0,0,0.421053,0.210526,0,0,0,0,0,0,7.78947,0,2.10526,1.47368,0,0,0
44,"chon1996","",0,0,1.6129,0.604839,0,1.20968,2.01613,0,0.403226,0,0.201613,0,0.403226,0,0,1.6129,0,0,0,0,0.403226,0,0,0,0.201613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403226,6.45161,0,0.806452,0,0,0,0,0,0,2.01613,0,0,0,0.806452,0,0,0,0,0,0,0.403226,0,0,0,0,0,0,0,0.806452,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00806,0,0,8.87097,0,0,2.01613,0,0,0,0,0,0,0,0,0,0,0,0.403226,0,0,0,0,0,1.00806,0,0,14.1129,0,0.403226,0,0,0,0,0.806452,0,0.403226,0.403226,0,0,0,0,0,0.403226,0.403226,0,0,0,0.403226,0,0,0,0,0,0,0,0,0,2.01613,0,0,10.0806,0,4.43548,1.20968,0,0,0,0,0,0,0,0,0,0,0.806452,0,0,0,0.403226,0,0,0,0,0,0,0,0,0,0,0.806452,0,0.403226,0,0.403226,0,0.201613,0,0,0,0,0,0,0,0,11.6935,0.806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403226,0.806452,0,0,0,0,0,0,0.201613,5.24194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806452,0.403226,0,0,0,0,0.201613,0,0,0,0,0,0,0,0,0.403226,0,0,1.6129,0,0,0,0,0,0.403226,0,3.22581,0,2.01613,0,0,0,0
45,"chon1997","",0,0,4.53649,0,0,0.986193,3.94477,0,0,0,0.394477,0,0,0,0,0.591716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0316,0,3.15582,0,0,0,0,0,0,1.18343,0,0.197239,0,0,0,0,0,0,0,0,0.394477,0,0,0,0,0,0,0,0.197239,0,0,0,0,0,0,0,0,3.35306,0,0,0,0,0.197239,0,0,4.73373,0,0,0.788955,0,0,0,0,0,0,0,0.591716,0,0,0,0.197239,0,0,0,0,0,0.197239,0,0,21.499,2.5641,0.591716,0,0.197239,0,0,0,0,0.394477,0,0,0,0,0,0,0,0.394477,0,0,0,0.788955,0,0,0,2.16963,0,0.591716,0,0,0,0.986193,0,0,4.93097,0,1.18343,0.788955,1.18343,0,0,0,0,0,0.197239,0,0,0,0,0,0,0,0,0,0.591716,0,0,0,0,0.197239,0,0,0,0,0.197239,0,0,0.394477,0,0.394477,0,0,0,0,0,0,0,0,2.95858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591716,0,0,0,0,0,0,0,5.12821,0,0,0,0,0,0,0,0.591716,0,0,0,0,0,0.986193,0,0,0,0,0,0.197239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394477,0,9.07298,0,0.788955,1.18343,0,0,0
46,"chon1998","",0,0,3.7037,0,0,0.194932,5.26316,0,0,0,0.584795,0,0,0,0,0.779727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5263,0,2.33918,0,0,0,0,0,0,2.14425,0,0,0,0,0,0,0,0,0,0,0.974659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974659,0,0,0,0,0,0,0,12.0858,0,0,0,0,0,0,0,0,0,0,0.584795,0,0,0,0,0,0,0,0,0,0,0,0,11.306,2.53411,0.194932,0,0,0,0,0.974659,0,0.389864,0,0,0,0,0,0,0,0,0,0,0,5.84795,0,0,0,0,0,0,0,0,0,0.194932,0,0,2.92398,0,0.584795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584795,0,0,0,0,0,0,0,0,0,0,11.8908,0,0,0,0,0,0,1.75439,0,0,0,0,0,0,0,0,0,0.779727,0,0,0,0,0,0,0.389864,7.21248,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16959,0,0,0,0,0,0.194932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94932,0,8.77193,0,0.194932,0,0,0,0
47,"chon1999","",0,0,7.32218,0.209205,0,0.209205,1.67364,0,0,0,0.627615,0,0,0,0,0.627615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5063,0,2.71967,0,0,0,0,0,0,2.30126,0,0.41841,0,0,0,0,0,0,0,0,0.83682,0,0,0,0,0,0,0,1.25523,0.209205,0,0,0.209205,0,0,0,0,0.41841,0,0.41841,0,0,0,0,0,3.55649,0,0,0.41841,0,0,0,0,0,0,0,0,0.209205,0,0,0,0,0,0,0,0,0,0,0,13.8075,3.13808,1.67364,0,0,0,0,0.83682,0,0,0.209205,0,0,0,0,0,0,0,0,0,0,1.46444,0,0,0,1.04603,0,0,0,0,0,0,0,0,7.94979,0,2.09205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41841,0,0,0,0,0,0,0,0,0.209205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04603,0,0,0.83682,0,0,0,0,8.78661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627615,1.04603,0,0,0,0,0.41841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1339,0,0.83682,0,0,0,0
48,"chon2000","",0,0,4.10678,0,0,1.84805,1.84805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205339,12.3203,0,1.64271,0,0,0,0,0,0,1.23203,0,0.205339,0,0,0,0,0,0,0,0,1.23203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821355,0,0.410678,0,0,0,0,0,4.92813,0,0,1.84805,0,0.616016,0,0,0,0,0,0.205339,0,0,0,0,0,0,0,0,0,0.205339,0,0,18.2752,1.64271,0,0,0,0,0.205339,0,0,0.616016,0,0,0,0,0,0,0,0,0,0,0,1.64271,0,0,0,0.410678,0,0.410678,0,0,0,0.205339,0,0,7.3922,0,2.6694,0.616016,0.205339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205339,0,0,0,0,0,0.205339,0,0.205339,0.410678,0,0,0,0,0,0.205339,0,0,0,0,0,0,0,0,3.28542,0,0,0,0,0,0,0.205339,0,0,0,0,0,0,0.410678,0,0,0.616016,0,0,0.410678,0,0,0,0,5.95483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821355,0.616016,0,0,0,0,2.05339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9897,0,1.43737,0,0,0,0
