"CodeNum","CodeName","FullName","AC001A","AC002A","AC013A","AC004A","AC014A","AC014C","AC022A","AC024A","AC025A","AC077A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC142A","AC148A","AC152A","AC9964","AC9969","AC9974","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM101A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY019A","CY004A","CY9991","CY010A","CY9988","CY9999","DE001A","DP9999","DT004B","DT002A","EU002A","EU002B","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU052A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053A","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO023A","GO025B","GO025F","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA167A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE012A","NE020A","NE9999","NI152A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA9996","TA003A","TA004A","TA005A","TA9999","TE001A"
11,"arr2002","",0,0,22.5933,0.392927,0,0,0.785855,0,0,0,0.982318,0,3.53635,0,0,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71513,0,5.30452,0,0,0,0,0,0,0.392927,0,0,0,0,0,0,0,0,0,0,2.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589391,0,0.196464,0,0,0,0,0,0.589391,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10806,0.392927,0.392927,0,0,0,0,3.53635,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55403,0,0,0,1.96464,0,1.37525,0,0,0,0,0,0,5.89391,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37525,0,0,0,0,0,0,0,5.69745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9489,0,0,0,0,0,0
12,"blu1992","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391,1.52174,0,0,0,0,0,0,0.652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08696,0,0,0,0,0,0.217391,0.217391,0,0,0,0.869565,0,0,0.869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391,0,0.869565,1.95652,2.17391,0,0,0,0,0,0,0,0.217391,0,0,0,0,0,0,0,0,0,0,0,0.217391,0,0,0,0,0,0,0,0,0,0,0,0,6.52174,0,0.217391,0,0,0,0,0,0,0,0,0,0,7.17391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565,0,0,0,0,0,0,0,0,0,0,0,0.217391,0,0,0,0,0,0,0,0,0,0,0,0.217391,0,0,0,0,0.217391,0,0.869565,0,0,3.47826,0,0,0,0,0.217391,0,0,0,0,0.217391,0,0,0,0,0,0,0,3.47826,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6087,57.6087,0.217391,0,0
13,"blu1993","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201613,1.6129,0,0,0,0,0,0,1.20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201613,0,0.403226,0,0,1.41129,0,0,1.20968,1.20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201613,0,0.403226,3.22581,3.02419,0,0,0,0,0.201613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806452,0,0,0,0,0,0,0,0,0,0,0,0,6.45161,0,0.201613,0,0,0,0,0,0,0,0,0,0,7.8629,0,0,0,0,0,0,0.403226,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201613,0,0.403226,0,0,0.604839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806452,0,0,0,0,0.604839,0,0,0,0,0,0,0,0,3.83065,56.0484,0,0,0
14,"blu1994","",0,0,0,0,0,0,0.218818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62582,0,0,0,0,0,0,0.656455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437637,0,0,0,0.437637,0,0.437637,0,0,1.53173,0,0,0.656455,1.31291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437637,0,0.218818,2.407,2.84464,0,0,0,0,0,0,0,0.218818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65864,0,0.218818,0,0,0,0,0,0,0,0,2.18818,0,5.25164,0,0,0,0,0,0,0.437637,0,0,0,0,0,0,0,0,0,0,8.97155,0,0,0,0,0,0,0,0.437637,0,0,0,0,0,2.62582,0,0,0,0,0,0.218818,0,0,0,0,0,0.218818,0,0,0.218818,0,0,0,0,0,0,0,0,0.875274,0,0,0,0,1.96937,0.218818,0,0,0,0.656455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218818,0,0,0,0,0,0,0,0,3.93873,49.2341,0,0,0
15,"blu1995","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395257,1.77866,0,0,0,0.197628,0,0,3.95257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628,0,0,0,0,0,0.197628,0.197628,0.988142,0,0,1.97628,0,0,1.58103,0.592885,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3834,0,0,2.56917,2.7668,0.395257,0.197628,0,0,0.197628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92885,0,0.197628,0,0,0,0,0,0,0,0,0.988142,0,2.96443,0,0,0,0,0,0,0.790514,0.197628,0,0,0,0,0,0,0,0,0,10.2767,0,0,0,0,0,0,0,0.395257,0,0,0,0,0,7.31225,0,0,0,0,0,0,0,0,0,0,0,0.197628,0,0,0,0,0,0,0,0,0,0,0,0.197628,0,0,0,0,0.395257,0,0,0,0,0.988142,0,0,0,0.395257,0,0,0,0,0,0.592885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628,0,5.33597,43.083,0,0,0
16,"blu1996","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63196,0,0,0,0,0,0,5.81114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484262,0,0,0,0,0,0,0.484262,0,0,0,0,0.968523,0,0,2.42131,0.968523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968523,3.87409,6.77966,0,0,0,0,0,0,0,0,0,0,0,0.242131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6223,0,0,0,0,0,0,0,0,0,0,0,0,8.71671,0,0,0,0,0,0,0.484262,0,0,0,0,0,0,0,0,0,0,13.5593,0,0,0,0,0,0,0,0.484262,0,0,0,0,0,2.90557,0,0,0,0,0,0,0,0,0,0,0,0.242131,0,0,0,0,0,0,0,0,0,0,0,0.968523,0,0,0,0,0,0,0,0,0,2.42131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38983,0,0,0,0,0.726392,0,0,0,0,0,0,0,0,8.23245,19.6126,0,0,0
17,"blu1997","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98507,0,0,0,0,0,0,2.1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439,0,0,0,0,0,0,0.426439,0,0.426439,0,0,1.49254,0,0,2.55864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439,1.91898,1.27932,0,0,0,0,0,0.426439,0,0.639659,0,0,0,1.70576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97015,0,0,0,0,0,0,0,0,0,0,0,0,10.0213,0,0,0,0,0,0,0.426439,0.21322,0,0,0,0,0,0,0,0,0,11.5139,0,0,0,0,0,0,0,0.426439,0,0,0,0,0,2.55864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21322,0,0,0,0,0.21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21322,0,0,0,0,0,0,0,0.426439,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0874,39.8721,0,0,0
18,"blu1998","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199203,0,3.18725,0,0,0,0,0,0,3.18725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406,0,0,1.19522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406,0,0,2.58964,3.18725,0,0,0,0,0,0,0,0.398406,0,0,0,0.398406,0,0,0,0,0,0,0,0.398406,0,0,0,0,0,0,0,0,0,0,0,2.78884,1.19522,0,2.58964,0,0,0,0,0,0,0,0,0,0,9.36255,0,0,0,0,0,0,0.398406,0,0,0,0,0,0,0,0,0,0,15.9363,0,0,0,0,0,0,0,0.59761,0,0,0,0,0,3.38645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996016,0,0,0,0,0,0,0,0,0,3.58566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96813,0,0,0,0,0,0,0,0,0.59761,0,0,0.59761,0,5.17928,29.2829,0,0,0
19,"blu1999","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88324,0,0,0,0,0,0,3.20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50659,0,0,0.564972,0,0,0.753296,1.88324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88324,0.753296,0.188324,0,0,0,0,0,0,0,0,0,0,0,0,0.188324,0,0,0,0,0,0.188324,0,0,0,0,0,0,0,0,0,0,0,0,6.96798,0,0,0,0,0,0,0,0,0,0,0,0,9.03955,0,0,0,0,0,0,0.376648,0,0,0,0,0,0,1.31827,0,0,0,11.2994,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31827,0,0,0,0,0,0,0,0,0,0,0,0,1.31827,0,0,0,0,0,0,0,8.47458,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20151,41.0546,0,0,0
20,"blu2000","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.582524,3.1068,0,0,0,0,0,0,1.5534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194175,0,0,0,0,0,0,0,0,0.38835,0,0,0,0,0,0.582524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194175,3.68932,3.49515,0,0,0,0,0,0,0,0.194175,0,0,0,0,0,0,0,0,0,0,0,1.94175,0,0,0,0,0,0,0,0,0,0,0,0,6.01942,0,0.776699,0,0,0,0,0,0,0,0,0,0,9.90291,0,0,0,0,0,0,1.16505,0,0,0,0,0,0,0,0,0,0,7.76699,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5534,0,0,0,0,0,0,0,0,0,0.38835,0,0,0,0.194175,0.194175,0,0,0,0,0.776699,0,0,0,0,0,0,0,13.5922,0,0,0,0,0.38835,0,0,0,0,0,0,0.194175,0,2.52427,35.534,0,0,0
21,"blu2001","",0,0,0,0,0,0,0.18622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372439,0,3.91061,0,0,0,0,0,0,1.8622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372439,0,0,0,0,0,0,0.372439,0,4.46927,0,0,0,0,0,0.931099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02793,0.931099,0,0,0,0,0,0.372439,0,0.18622,0,0,0,0,0,0,0,0,0,0,0,0.372439,0,0,0,0,0,0,0,0,0,0,0,0,8.75233,0,0.18622,0,0,0,0,0,0,0,0,0,0,11.3594,0,0,0,0,0,0,0.372439,0,0,0,0,0,0,0,0,0,0,11.1732,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931099,0,0,0,0,0,0,0,0,0,0.372439,0,0,0,0.931099,0,0,0,0,0,0.18622,0,0,0,0,0,0,0,19.1806,0,0,0,0,0.558659,0,0,0,0,0,0,0,0,2.97952,20.1117,0,0,0
22,"blu2002","",0,0,0.347222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72917,0,0,0,0,0,0,2.43056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222,0,0,0,0,0,0.520833,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173611,5.90278,2.43056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38889,0,0,0,0,0,0,0,0,0,0,0,0.868056,5.90278,0,0,0,0,0,0,0,0,0,0,0,0,13.8889,0,0,0,0,0,0,1.04167,0,0,0,0,0,0,1.90972,0,0,0,11.6319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173611,0,0,0,0,0,0,0,0,0,0,0,0,0.173611,0,0,0,0,0,0,0,0,0,0,1.04167,0,0,0,0,0,0,0,0,0,0.173611,0,0,0,0,0,0,0,0,0,0.520833,0,0,0,0,0,0,0,23.2639,0,0,0,0,0.173611,0,0,0,0,0,0,0,0,1.90972,16.4931,0,0,0
23,"blu2003","",0,0,0,0,0,0,0.382409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764818,6.30975,0,0,0,0,0,0,2.48566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33843,0,0,1.14723,0,0,0.956023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82409,3.25048,0,0,0,0,1.72084,0,0,0,0.382409,0,0,0,0,0,0,0,0,0,0,0.382409,0,0,0,0,0,0,0,0,0,0,0,0,4.97132,0,1.91205,0,0,0,0,0,0,0,0,0,0,5.54493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.56023,0,0,0,0,0,0,0,0,0,0,0,0.573614,0,2.48566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382409,0,0,0,0,0,0,0,0,0,1.72084,0,0,0,0,0,0,0,0,0,0.573614,0,0,0,0,0,0,0,30.7839,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10325,16.4436,0,0,0
24,"blu2004","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389,4.69667,0,0,0,0,0,0,4.50098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389,0,0,0.195695,0,0,0.195695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389,0,0,6.06654,0.587084,0,0,0,0,0,0,0,0.391389,0,0,0,0,0,0,0,0,0,0,0,0.978474,0,0,0,0,0,0,0,0,0,0,0,0,4.69667,0,2.73973,0,0,0,0,0,0,0,0,0,0,5.47945,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5225,0,0,0,7.04501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195695,0,0,0,0,0,0,0,0,0,0,2.73973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9413,0,0,0,0,0.391389,0,0,0,0,0,0,0,0,0.782779,23.4834,0,0,0
25,"blu2005","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393701,0,2.16535,0,0,0,0,0,0,2.3622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19685,0,0,0.787402,0,0,0.393701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75591,1.1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787402,0,0,0,0,0,0,0,0,0,0,0,0,1.5748,0,1.77165,0,0,0,0,0,0,0,0,0,0,14.7638,0,0,0,0,0,0,1.1811,0,0,0,0,0,0,1.5748,0,0,0,5.70866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393701,0,0,0,0,0,0,0,0,0,0.787402,0,0,0,0,0,0,0,0,0,0.393701,0,0,0,0,0,0,0,46.2598,0,0,0,0,0.19685,0,0,0,0,0,0,0.19685,0,0.984252,13.189,0,0,0
26,"burnm1992","",0,0,11.3594,0.18622,0,0,0,0,0.18622,0,0,0,0,0,0,0,0,0,0,0.931099,0.372439,0,0,0,0,0.18622,0,0,0,0,0,0,0,0,0,0,0,0.18622,0,0,0,0,0,0,0.18622,11.7318,0,2.42086,0,0,0,0.18622,1.30354,0,0.18622,0.372439,0,0.744879,0,0,0,0.372439,0.744879,0,0,1.11732,1.30354,0,0.18622,0,0,1.48976,0,21.7877,0,0,0,0.558659,0,0,0,0,1.67598,0,0,0,0,0,0.18622,0,0,0,0,0.18622,0.372439,0,0,0,0,0.558659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744879,0.372439,1.11732,0.18622,0,0.18622,0.744879,0,0,0,0,0,0,0,0,0,0,0,0.18622,0,0,1.8622,0,0,0,12.6629,0,0,0,0,0,0,0.744879,0,4.09683,0,0.558659,0.18622,1.11732,0.18622,0.18622,0.18622,0,0,0,0,0,0,0,0,0,0,1.11732,0,0.558659,0,0,0,0,0,0,0,0,0.372439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372439,0,0,0,0,0.18622,0,0,0,1.30354,1.11732,0,0,0,0,0.18622,0.931099,0.744879,1.30354,0,0,0,0,0.372439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372439,0.372439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18622,2.60708,1.48976,0,0,0,0,0
27,"burnm1993","",0,0.840336,16.3866,0.420168,0,0.420168,0,0,0.210084,0,0,0,0,0,0,0.210084,0,0,0,0.420168,0.210084,0,0,0,0.840336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6471,0.210084,0.630252,0,0,0,0,2.10084,0,0.420168,0,0,0,0,0.630252,0,0,0.630252,0.630252,0.630252,2.73109,0.840336,0,0,0.210084,0,0,0,28.9916,0.630252,0,0,0.420168,0,0,0,0.210084,2.10084,0,0,0,0,0,0.210084,0,0,0,0,0,0.210084,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840336,0,0,0,0,0,0.210084,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0.840336,0,0.210084,0,2.73109,0,0,0,0,0,0,0,0,2.94118,0,0.210084,0,0.630252,0,0.210084,0,0,0.210084,0,0,0,0,0,0,0,0.210084,0.420168,0,0,0,0,0,0,0,0,0.420168,0,0.210084,0,0,0.210084,0,0,0,0,0,0,0,0,0,0,0,0.420168,0,0,0,0,0,0,0.210084,0,0,0,0,0,0,0,0,1.05042,1.68067,0,0,0,0,0,0,1.05042,1.89076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210084,0,0,0,0.210084,0,0,0,0.210084,0,0,0,0,0,0,0,0,0,0.210084,0,0,0.210084,0,0,1.47059,0,0,0.210084,0,0,0
28,"burnm1994","",0,0,11.7647,1.13852,0,0,0.56926,0,0,0.56926,0,0,0,0,0,0,0,0,0,0.379507,0.189753,0,0,0,0.379507,0,0,0,0,0,0,0,0.379507,0,0,0,0,0,0,0,0,0,0,0,0,14.2315,0,4.17457,0,0,0,0,2.08729,0,0.759013,0.379507,0,0.56926,0,0.379507,0,0,0,0,0,0.56926,0.56926,0,0,0,0,0,0.379507,30.5503,3.41556,0,0,0.56926,0,0,0,0.189753,0.189753,0,0,0,0,0,0.56926,0,0,0,0,0,0.189753,0,0.189753,0,0,0.379507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379507,0,0,0,5.50285,0,0.189753,0,0,0,0,0.379507,0,3.79507,0,0.379507,0,0,0,0.759013,0.189753,0,0,0,0,0.189753,0,0,0,0,0.189753,1.32827,0,0,0,0,0,0,0,0,0.56926,0,0.379507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08729,2.46679,0,0,0,0,0,0,0,1.32827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948767,2.08729,0,0,0.189753,0,0,0
29,"burnm1995","",0,1.0395,19.1268,0.2079,0,0,0.831601,0,0.4158,0.2079,0,0,0,0,0,0.2079,0,0,0,0,1.2474,0,0,0,0.4158,0,0.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2079,14.1372,0,1.4553,0,0,0,0,2.9106,0,0.2079,0.4158,0,1.0395,0,0,0,0,0,0,0,1.4553,0.2079,0,0,0,0,0.2079,0,25.3638,0.2079,0,0,0.4158,0,0,0,0,0,0,0.831601,0,0,0,0,0,0,0,0,0.2079,0,0,0.4158,0,0.4158,0,0,0.2079,0,0,0,0,0,0,0,0,0,0,0.2079,0,0.2079,0,0.4158,0,0,0,0.2079,0,0,0.623701,0,0,0,0,0,0,0,0,0,0,0,0.4158,0,0,0,3.3264,0,0,0,0,0,0,0,0,3.9501,0,0,0,0.2079,0,0,0,0.2079,0,0,0,0,0,0,0,0,0,0.2079,0,0,0,0,0,0,0,0,0,0,0.2079,0.623701,0,0,0,0,0,0,0,0,0,0,0,0,0.2079,1.0395,0.831601,0,0,0,0,0,0.2079,0,0,0,0,0,0,0,0,0,4.5738,0,0,0,0,0.4158,0,0,3.9501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4158,0,0,0,0,0.4158,0,0,0,0.2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2079,1.8711,0.623701,0,0,0,0,0
