AMPHCODE,Year,TaxonCode,Abun
BURNMT,1992,GO005A,1
BURNMT,1992,GO006C,1
BURNMT,1992,GO010A,1
BURNMT,1992,NA003B,6
BURNMT,1992,NA006A,3
BURNMT,1992,NA037A,2
BURNMT,1992,NA9999,2
BURNMT,1992,NE006A,1
BURNMT,1992,NI002A,7
BURNMT,1992,NI005A,6
BURNMT,1992,NI025A,1
BURNMT,1992,NI027A,5
BURNMT,1992,NI9999,4
BURNMT,1992,PE002A,7
BURNMT,1992,PI011A,2
BURNMT,1992,PI9999,2
BURNMT,1992,RH003A,2
BURNMT,1992,SY9999,1
BURNMT,1992,TA001A,14
BURNMT,1992,TA001D,8
BURNMT,1993,AC002A,2
BURNMT,1993,AC002B,2
BURNMT,1993,AC003A,2
BURNMT,1993,AC004A,2
BURNMT,1993,AC013A,76
BURNMT,1993,AC014C,2
BURNMT,1993,AC025A,1
BURNMT,1993,AC046A,1
BURNMT,1993,AC9964,2
BURNMT,1993,AC9969,1
BURNMT,1993,AC9999,4
BURNMT,1993,BR001A,84
BURNMT,1993,BR003A,1
BURNMT,1993,BR006A,3
BURNMT,1993,CM004A,10
BURNMT,1993,CM010A,2
BURNMT,1993,CM019A,3
BURNMT,1993,CM031A,3
BURNMT,1993,CM043A,3
BURNMT,1993,CM047A,3
BURNMT,1993,CM048A,13
BURNMT,1993,CM052A,4
BURNMT,1993,CM9999,1
BURNMT,1993,CY006A,7
BURNMT,1993,CY006D,131
BURNMT,1993,CY010A,3
BURNMT,1993,DE001A,2
BURNMT,1993,EU002A,1
BURNMT,1993,EU002B,9
BURNMT,1993,EU002C,1
BURNMT,1993,EU007A,1
BURNMT,1993,EU013A,1
BURNMT,1993,EU017A,1
BURNMT,1993,EU047A,4
BURNMT,1993,EU051A,1
BURNMT,1993,EU9961,1
BURNMT,1993,EU9999,4
BURNMT,1993,FR002A,1
BURNMT,1993,FR005D,13
BURNMT,1993,FU002B,14
BURNMT,1993,FU002F,1
BURNMT,1993,GO004A,3
BURNMT,1993,GO006C,1
BURNMT,1993,GO014B,1
BURNMT,1993,NA003A,1
BURNMT,1993,NA003B,2
BURNMT,1993,NA033A,2
BURNMT,1993,NA037A,1
BURNMT,1993,NA042A,1
BURNMT,1993,NA156A,2
BURNMT,1993,NA9999,1
BURNMT,1993,NI002A,5
BURNMT,1993,NI005A,8
BURNMT,1993,NI9999,5
BURNMT,1993,PE002A,9
BURNMT,1993,PI026A,1
BURNMT,1993,PI9999,1
BURNMT,1993,SA001B,1
BURNMT,1993,SU016A,1
BURNMT,1993,SY003A,1
BURNMT,1993,TA001A,7
BURNMT,1993,TA004A,1
BURNMT,1994,AC004A,6
BURNMT,1994,AC013A,62
BURNMT,1994,AC022A,3
BURNMT,1994,AC026A,3
BURNMT,1994,AC9964,2
BURNMT,1994,AC9969,1
BURNMT,1994,AC9999,2
BURNMT,1994,AU004D,2
BURNMT,1994,BR001A,75
BURNMT,1994,BR006A,22
BURNMT,1994,CM004A,11
BURNMT,1994,CM010A,4
BURNMT,1994,CM013A,2
BURNMT,1994,CM015A,3
BURNMT,1994,CM019A,2
BURNMT,1994,CM048A,3
BURNMT,1994,CM052A,3
BURNMT,1994,CY004A,2
BURNMT,1994,CY006A,6
BURNMT,1994,CY006D,155
BURNMT,1994,CY010A,18
BURNMT,1994,DE001A,3
BURNMT,1994,EU002A,1
BURNMT,1994,EU002C,1
BURNMT,1994,EU007A,3
BURNMT,1994,EU013A,1
BURNMT,1994,EU015A,1
BURNMT,1994,EU017A,2
BURNMT,1994,EU047A,1
BURNMT,1994,EU9999,2
BURNMT,1994,FR005D,29
BURNMT,1994,FR007A,1
BURNMT,1994,FR9999,2
BURNMT,1994,FU002B,20
BURNMT,1994,FU002F,2
BURNMT,1994,GO006C,4
BURNMT,1994,GO010A,1
BURNMT,1994,KR001A,1
BURNMT,1994,NA003A,1
BURNMT,1994,NA003B,7
BURNMT,1994,NA033A,3
BURNMT,1994,NA037A,2
BURNMT,1994,NA156A,4
BURNMT,1994,NI002A,11
BURNMT,1994,NI005A,13
BURNMT,1994,PE002A,7
BURNMT,1994,SY9999,5
BURNMT,1994,TA001A,11
BURNMT,1994,TA004A,1
BURNMT,1995,AC002A,5
BURNMT,1995,AC004A,1
BURNMT,1995,AC013A,92
BURNMT,1995,AC022A,4
BURNMT,1995,AC025A,2
BURNMT,1995,AC026A,1
BURNMT,1995,AC046A,1
BURNMT,1995,AC9969,6
BURNMT,1995,AC9999,2
BURNMT,1995,AS001A,1
BURNMT,1995,AU9999,1
BURNMT,1995,BR001A,68
BURNMT,1995,BR006A,7
BURNMT,1995,CM004A,14
BURNMT,1995,CM010A,1
BURNMT,1995,CM013A,2
BURNMT,1995,CM015A,5
BURNMT,1995,CM048A,7
BURNMT,1995,CM052A,1
BURNMT,1995,CY006A,2
BURNMT,1995,CY006D,120
BURNMT,1995,CY010A,1
BURNMT,1995,CY019A,1
BURNMT,1995,DE001A,2
BURNMT,1995,EU002E,4
BURNMT,1995,EU011A,1
BURNMT,1995,EU015A,2
BURNMT,1995,EU016A,2
BURNMT,1995,EU019A,1
BURNMT,1995,EU043A,1
BURNMT,1995,EU047A,1
BURNMT,1995,EU049A,2
BURNMT,1995,EU051A,1
BURNMT,1995,EU056A,3
BURNMT,1995,EU9999,2
BURNMT,1995,FR005D,16
BURNMT,1995,FU002B,19
BURNMT,1995,GO004A,1
BURNMT,1995,GO014A,1
BURNMT,1995,NA003B,1
BURNMT,1995,NA037A,1
BURNMT,1995,NA039A,3
BURNMT,1995,NA140A,1
BURNMT,1995,NA156A,5
BURNMT,1995,NA158A,4
BURNMT,1995,NA9999,1
BURNMT,1995,NI005A,22
BURNMT,1995,NI025A,2
BURNMT,1995,PE002A,19
BURNMT,1995,PI023A,2
BURNMT,1995,PI9999,2
BURNMT,1995,SA001B,1
BURNMT,1995,SY9999,1
BURNMT,1995,TA001A,9
BURNMT,1995,TA001D,3
BURNMT,1996,AC002A,4
BURNMT,1996,AC004A,5
BURNMT,1996,AC013A,78
BURNMT,1996,AC026A,1
BURNMT,1996,AC046A,3
BURNMT,1996,AC148A,1
BURNMT,1996,AC9969,6
BURNMT,1996,AU004D,2
BURNMT,1996,BR001A,80
BURNMT,1996,BR006A,12
BURNMT,1996,CM004A,24
BURNMT,1996,CM022A,1
BURNMT,1996,CM047A,1
BURNMT,1996,CM048A,6
BURNMT,1996,CM052A,6
BURNMT,1996,CM070A,2
BURNMT,1996,CY006A,2
BURNMT,1996,CY006D,240
BURNMT,1996,CY019A,2
BURNMT,1996,DE001A,2
BURNMT,1996,EU002A,4
BURNMT,1996,EU002B,4
BURNMT,1996,EU002E,8
BURNMT,1996,EU004A,2
BURNMT,1996,EU009A,2
BURNMT,1996,EU011A,6
BURNMT,1996,EU047A,4
BURNMT,1996,EU048A,3
BURNMT,1996,EU049A,4
BURNMT,1996,EU056A,2
BURNMT,1996,FR001A,2
BURNMT,1996,FR002C,3
BURNMT,1996,FR005D,4
BURNMT,1996,FU002B,20
BURNMT,1996,GO004A,1
BURNMT,1996,NA003A,1
BURNMT,1996,NA033A,4
BURNMT,1996,NA039A,1
BURNMT,1996,NA068A,1
BURNMT,1996,NA140A,4
BURNMT,1996,NA156A,4
BURNMT,1996,NA158A,1
BURNMT,1996,NA9999,2
BURNMT,1996,NE003C,2
BURNMT,1996,NI002A,6
BURNMT,1996,NI005A,12
BURNMT,1996,NI017A,2
BURNMT,1996,NI020B,2
BURNMT,1996,NI9999,2
BURNMT,1996,PE002A,8
BURNMT,1996,PI005A,11
BURNMT,1996,PI011A,11
BURNMT,1996,PI020A,11
BURNMT,1996,SA001B,4
BURNMT,1996,SP002A,2
BURNMT,1996,SU005A,2
BURNMT,1996,SY003A,4
BURNMT,1996,TA001A,8
BURNMT,1996,TE001A,1
BURNMT,1997,AC002B,12
BURNMT,1997,AC004A,4
BURNMT,1997,AC013A,64
BURNMT,1997,AC025A,2
BURNMT,1997,AC029A,1
BURNMT,1997,AC046A,2
BURNMT,1997,AC9996,2
BURNMT,1997,AS003A,2
BURNMT,1997,AU9999,1
BURNMT,1997,BR001A,79
BURNMT,1997,BR003A,4
BURNMT,1997,BR006A,21
BURNMT,1997,CM004A,17
BURNMT,1997,CM015A,9
BURNMT,1997,CM043A,4
BURNMT,1997,CM048A,9
BURNMT,1997,CY006A,22
BURNMT,1997,CY006D,321
BURNMT,1997,CY010A,4
BURNMT,1997,DT001A,4
BURNMT,1997,EU002A,3
BURNMT,1997,EU002B,2
BURNMT,1997,EU002E,2
BURNMT,1997,EU011A,4
BURNMT,1997,EU045A,2
BURNMT,1997,EU047A,2
BURNMT,1997,EU048A,2
BURNMT,1997,EU049A,3
BURNMT,1997,FR005D,13
BURNMT,1997,FU002B,20
BURNMT,1997,FU002F,1
BURNMT,1997,GO004A,2
BURNMT,1997,GO006C,1
BURNMT,1997,GO014A,6
BURNMT,1997,GO9999,1
BURNMT,1997,NA003A,6
BURNMT,1997,NA003B,4
BURNMT,1997,NA005A,1
BURNMT,1997,NA032A,2
BURNMT,1997,NA037A,1
BURNMT,1997,NA158A,4
BURNMT,1997,NI002A,5
BURNMT,1997,NI005A,17
BURNMT,1997,PE002A,9
BURNMT,1997,PI026A,1
BURNMT,1997,SP002A,2
BURNMT,1997,TA001A,9
BURNMT,1997,TA005A,2
BURNMT,1998,AC004A,1
BURNMT,1998,AC013A,66
BURNMT,1998,AC014C,2
BURNMT,1998,AC022A,2
BURNMT,1998,AC035A,1
BURNMT,1998,BR001A,84
BURNMT,1998,BR006A,18
BURNMT,1998,CM004A,29
BURNMT,1998,CM010A,3
BURNMT,1998,CM015A,10
BURNMT,1998,CM017A,1
BURNMT,1998,CM048A,7
BURNMT,1998,CM052A,3
BURNMT,1998,CY006A,4
BURNMT,1998,CY006D,135
BURNMT,1998,CY019A,3
BURNMT,1998,DE001A,1
BURNMT,1998,EU002B,2
BURNMT,1998,EU002K,2
BURNMT,1998,EU011A,1
BURNMT,1998,EU040A,1
BURNMT,1998,EU047A,2
BURNMT,1998,EU048A,6
BURNMT,1998,FR005D,27
BURNMT,1998,FU002B,18
BURNMT,1998,FU002F,2
BURNMT,1998,GO003A,2
BURNMT,1998,GO004A,4
BURNMT,1998,NA003A,1
BURNMT,1998,NA003B,2
BURNMT,1998,NA006A,4
BURNMT,1998,NA014A,2
BURNMT,1998,NA033A,3
BURNMT,1998,NA037A,4
BURNMT,1998,NA156A,8
BURNMT,1998,NI002A,13
BURNMT,1998,NI005A,5
BURNMT,1998,PE002A,5
BURNMT,1998,PI015A,1
BURNMT,1998,PI018A,2
BURNMT,1998,TA001A,13
BURNMT,1999,AC004A,2
BURNMT,1999,AC013A,84
BURNMT,1999,AC028A,2
BURNMT,1999,AC142A,1
BURNMT,1999,BR001A,80
BURNMT,1999,BR006A,10
BURNMT,1999,CM004A,17
BURNMT,1999,CM015A,5
BURNMT,1999,CM017A,1
BURNMT,1999,CM048A,2
BURNMT,1999,CY006A,16
BURNMT,1999,CY006D,209
BURNMT,1999,CY010A,8
BURNMT,1999,CY019A,1
BURNMT,1999,EU047A,2
BURNMT,1999,EU048A,3
BURNMT,1999,EU9999,4
BURNMT,1999,FR002A,1
BURNMT,1999,FR005D,20
BURNMT,1999,FU002B,9
BURNMT,1999,GO004A,3
BURNMT,1999,GO9999,2
BURNMT,1999,NA033A,6
BURNMT,1999,NA156A,5
BURNMT,1999,NE9999,1
BURNMT,1999,NI002A,5
BURNMT,1999,NI005A,6
BURNMT,1999,PE002A,7
BURNMT,1999,TA001A,8
BURNMT,2000,AC004A,3
BURNMT,2000,AC013A,115
BURNMT,2000,AC022A,3
BURNMT,2000,AC024A,2
BURNMT,2000,AC9999,2
BURNMT,2000,AU001A,1
BURNMT,2000,AU9999,2
BURNMT,2000,BR001A,64
BURNMT,2000,BR006A,18
BURNMT,2000,CM004A,12
BURNMT,2000,CM014A,1
BURNMT,2000,CM015A,5
BURNMT,2000,CM048A,1
BURNMT,2000,CY006A,6
BURNMT,2000,CY006D,159
BURNMT,2000,CY010A,7
BURNMT,2000,DE001A,3
BURNMT,2000,EU002A,1
BURNMT,2000,EU002E,2
BURNMT,2000,EU009A,4
BURNMT,2000,EU011A,5
BURNMT,2000,EU015A,2
BURNMT,2000,EU040A,1
BURNMT,2000,EU047A,1
BURNMT,2000,EU049A,2
BURNMT,2000,EU051A,2
BURNMT,2000,FR005D,15
BURNMT,2000,FU002B,18
BURNMT,2000,GO004A,1
BURNMT,2000,NA003B,1
BURNMT,2000,NA006A,2
BURNMT,2000,NA032A,3
BURNMT,2000,NA037A,4
BURNMT,2000,NA156A,3
BURNMT,2000,NA158A,2
BURNMT,2000,NI002A,5
BURNMT,2000,NI005A,12
BURNMT,2000,NI009A,5
BURNMT,2000,PE002A,9
BURNMT,2000,PI022B,3
BURNMT,2000,PI023A,1
BURNMT,2000,TA001A,10
BURNMT,2001,AC004A,2
BURNMT,2001,AC013A,80
BURNMT,2001,AC022A,3
BURNMT,2001,AC035A,1
BURNMT,2001,BR001A,48
BURNMT,2001,BR006A,7
BURNMT,2001,CM004A,7
BURNMT,2001,CM010A,6
BURNMT,2001,CM015A,4
BURNMT,2001,CM9999,2
BURNMT,2001,CY006A,2
BURNMT,2001,CY006D,232
BURNMT,2001,CY010A,4
BURNMT,2001,CY019A,3
BURNMT,2001,DE001A,1
BURNMT,2001,EU002A,1
BURNMT,2001,EU002B,1
BURNMT,2001,EU004A,2
BURNMT,2001,EU009A,2
BURNMT,2001,EU011A,2
BURNMT,2001,EU015A,3
BURNMT,2001,EU048A,1
BURNMT,2001,EU9961,1
BURNMT,2001,FR002C,1
BURNMT,2001,FR005D,11
BURNMT,2001,FU002B,17
BURNMT,2001,GO004A,2
BURNMT,2001,GO9999,1
BURNMT,2001,NA003B,1
BURNMT,2001,NA032A,2
BURNMT,2001,NA033A,2
BURNMT,2001,NA037A,2
BURNMT,2001,NA039A,2
BURNMT,2001,NI005A,7
BURNMT,2001,NI009A,4
BURNMT,2001,PE002A,4
BURNMT,2001,PI9999,1
BURNMT,2001,TA001A,4
BURNMT,2002,AC004A,2
BURNMT,2002,AC013A,75
BURNMT,2002,AC014C,3
BURNMT,2002,AC028A,1
BURNMT,2002,AC9999,1
BURNMT,2002,BR001A,60
BURNMT,2002,BR006A,10
BURNMT,2002,CM004A,19
BURNMT,2002,CM014A,2
BURNMT,2002,CM015A,4
BURNMT,2002,CM048A,4
BURNMT,2002,CY006D,279
BURNMT,2002,EU002E,7
BURNMT,2002,EU011A,1
BURNMT,2002,EU014A,2
BURNMT,2002,EU020A,2
BURNMT,2002,EU047A,5
BURNMT,2002,EU048A,1
BURNMT,2002,EU057A,2
BURNMT,2002,EU9999,4
BURNMT,2002,FR005D,6
BURNMT,2002,FU002B,11
BURNMT,2002,NA006A,2
BURNMT,2002,NA037A,1
BURNMT,2002,NA156A,5
BURNMT,2002,NI005A,13
BURNMT,2002,NI017A,2
BURNMT,2002,PE002A,2
BURNMT,2002,SU006A,1
BURNMT,2002,TA001A,5
BURNMT,2003,AC004A,5
BURNMT,2003,AC013A,69
BURNMT,2003,AC022A,2
BURNMT,2003,AC142A,1
BURNMT,2003,AU9999,2
BURNMT,2003,BR001A,50
BURNMT,2003,BR006A,14
BURNMT,2003,CM004A,14
BURNMT,2003,CM010A,1
BURNMT,2003,CM014A,1
BURNMT,2003,CM015A,2
BURNMT,2003,CM022A,1
BURNMT,2003,CM048A,6
BURNMT,2003,CY006D,309
BURNMT,2003,DP9999,2
BURNMT,2003,EU002B,1
BURNMT,2003,EU047A,2
BURNMT,2003,EU9999,5
BURNMT,2003,FR002A,1
BURNMT,2003,FR007A,11
BURNMT,2003,FU002B,14
BURNMT,2003,NA006A,4
BURNMT,2003,NA156A,3
BURNMT,2003,NA158A,1
BURNMT,2003,NI005A,5
BURNMT,2003,NI009A,2
BURNMT,2003,PE002A,9
BURNMT,2003,PI018A,2
BURNMT,2003,PI9999,1
BURNMT,2003,TA001A,8
CHN,1991,AC001A,2
CHN,1991,AC013A,6
CHN,1991,AC014A,1
CHN,1991,AC025A,1
CHN,1991,AC028A,5
CHN,1991,AC046A,4
CHN,1991,AU005E,2
CHN,1991,BR001A,8
CHN,1991,BR003A,2
CHN,1991,BR006A,5
CHN,1991,CM010A,20
CHN,1991,CM017A,3
CHN,1991,CM048A,1
CHN,1991,EU002B,1
CHN,1991,EU004A,9
CHN,1991,EU007A,1
CHN,1991,EU009A,22
CHN,1991,EU011A,14
CHN,1991,EU019A,2
CHN,1991,EU020A,1
CHN,1991,EU040A,5
CHN,1991,EU047A,114
CHN,1991,EU048A,1
CHN,1991,EU049A,2
CHN,1991,EU049B,2
CHN,1991,EU051A,1
CHN,1991,EU056A,3
CHN,1991,EU9961,1
CHN,1991,EU9964,1
CHN,1991,EU9999,1
CHN,1991,FR002C,4
CHN,1991,FR007A,2
CHN,1991,FR9991,8
CHN,1991,FU002B,25
CHN,1991,FU002F,12
CHN,1991,GO003A,1
CHN,1991,GO004A,1
CHN,1991,GO014B,1
CHN,1991,GO9999,1
CHN,1991,NA003A,1
CHN,1991,NA003B,1
CHN,1991,NA036A,2
CHN,1991,NA044A,1
CHN,1991,NA140A,7
CHN,1991,NA156A,40
CHN,1991,NA167A,2
CHN,1991,NA9963,2
CHN,1991,NI005A,1
CHN,1991,PE002A,31
CHN,1991,PI007A,1
CHN,1991,PI015A,1
CHN,1991,PI023A,2
CHN,1991,PI026A,1
CHN,1991,PI030A,1
CHN,1991,SP002A,1
CHN,1991,SU006A,1
CHN,1991,SY010A,1
CHN,1991,TA001A,43
CHN,1991,TA003B,9
CHN,1991,TA004A,10
CHN,1992,AC001A,1
CHN,1992,AC013A,18
CHN,1992,AC014C,4
CHN,1992,AC022A,15
CHN,1992,AC024A,1
CHN,1992,AC028A,1
CHN,1992,AC029A,1
CHN,1992,AC046A,5
CHN,1992,AC9964,1
CHN,1992,AC9969,1
CHN,1992,AC9975,4
CHN,1992,AU005D,1
CHN,1992,AU010B,1
CHN,1992,BR001A,5
CHN,1992,BR006A,5
CHN,1992,CM010A,27
CHN,1992,CM014A,1
CHN,1992,CM017A,3
CHN,1992,CM031A,1
CHN,1992,CM048A,3
CHN,1992,CY006A,2
CHN,1992,EU002B,4
CHN,1992,EU009A,22
CHN,1992,EU011A,5
CHN,1992,EU015A,1
CHN,1992,EU027A,1
CHN,1992,EU040A,1
CHN,1992,EU047A,77
CHN,1992,EU048A,12
CHN,1992,EU049A,2
CHN,1992,EU051B,2
CHN,1992,EU056A,4
CHN,1992,EU9965,7
CHN,1992,EU9999,5
CHN,1992,FR005D,4
CHN,1992,FR9991,9
CHN,1992,FU002B,25
CHN,1992,FU002F,8
CHN,1992,GO003A,2
CHN,1992,MR001A,2
CHN,1992,NA006A,7
CHN,1992,NA006B,1
CHN,1992,NA014A,1
CHN,1992,NA039A,2
CHN,1992,NA044A,1
CHN,1992,NA140A,9
CHN,1992,NA156A,32
CHN,1992,NA158A,2
CHN,1992,NA167A,1
CHN,1992,NA9999,1
CHN,1992,NE003C,1
CHN,1992,NE006A,1
CHN,1992,NI005A,2
CHN,1992,PE002A,25
CHN,1992,PI015A,2
CHN,1992,PI022B,3
CHN,1992,PI023A,5
CHN,1992,PI030A,2
CHN,1992,PI9999,3
CHN,1992,SU004A,1
CHN,1992,SU006A,1
CHN,1992,TA001A,28
CHN,1992,TA003B,2
CHN,1992,TA004A,2
CHN,1994,AC013A,13
CHN,1994,AC014B,1
CHN,1994,AC014C,4
CHN,1994,AC022A,7
CHN,1994,AC029A,1
CHN,1994,AC046A,4
CHN,1994,AC9999,2
CHN,1994,BR001A,12
CHN,1994,BR006A,5
CHN,1994,CM010A,16
CHN,1994,CM017A,4
CHN,1994,CM047A,1
CHN,1994,EU002A,2
CHN,1994,EU002B,2
CHN,1994,EU004A,1
CHN,1994,EU009A,23
CHN,1994,EU011A,6
CHN,1994,EU015A,1
CHN,1994,EU020A,1
CHN,1994,EU029A,1
CHN,1994,EU040A,1
CHN,1994,EU047A,115
CHN,1994,EU048A,4
CHN,1994,EU049A,2
CHN,1994,EU051A,1
CHN,1994,EU056A,7
CHN,1994,EU9965,1
CHN,1994,EU9999,4
CHN,1994,FR005D,3
CHN,1994,FR007A,2
CHN,1994,FR9991,15
CHN,1994,FU002B,17
CHN,1994,FU002F,10
CHN,1994,GO003A,2
CHN,1994,GO004A,1
CHN,1994,GO9999,1
CHN,1994,MR001A,4
CHN,1994,NA006B,1
CHN,1994,NA013A,1
CHN,1994,NA045A,1
CHN,1994,NA156A,14
CHN,1994,NA167A,1
CHN,1994,NI005A,1
CHN,1994,PE002A,31
CHN,1994,PI002A,1
CHN,1994,PI018A,1
CHN,1994,PI022B,3
CHN,1994,PI023A,5
CHN,1994,PI027A,1
CHN,1994,SA001A,1
CHN,1994,SY003A,1
CHN,1994,SY9999,1
CHN,1994,TA001A,28
CHN,1994,TA001D,2
CHN,1994,TA003B,7
CHN,1994,TA004A,4
CHN,1995,AC013A,8
CHN,1995,AC022A,6
CHN,1995,AC046A,2
CHN,1995,AC9975,1
CHN,1995,AC9999,1
CHN,1995,BR001A,17
CHN,1995,BR006A,8
CHN,1995,CM010A,6
CHN,1995,CM014A,6
CHN,1995,CM017A,3
CHN,1995,CM031A,2
CHN,1995,CM048A,3
CHN,1995,CY006A,1
CHN,1995,EU003A,1
CHN,1995,EU004A,2
CHN,1995,EU009A,22
CHN,1995,EU011A,6
CHN,1995,EU015A,2
CHN,1995,EU017A,1
CHN,1995,EU020A,1
CHN,1995,EU032A,2
CHN,1995,EU040A,2
CHN,1995,EU047A,148
CHN,1995,EU048A,9
CHN,1995,EU049A,4
CHN,1995,EU056A,2
CHN,1995,EU9961,2
CHN,1995,EU9999,9
CHN,1995,FR005D,17
CHN,1995,FU002B,36
CHN,1995,FU002F,14
CHN,1995,GO003A,3
CHN,1995,GO014A,1
CHN,1995,MR001A,2
CHN,1995,NA006A,1
CHN,1995,NA032A,1
CHN,1995,NA140A,1
CHN,1995,NA156A,23
CHN,1995,NA167A,3
CHN,1995,PE002A,32
CHN,1995,PI007A,1
CHN,1995,PI012A,1
CHN,1995,PI018A,1
CHN,1995,PI022B,1
CHN,1995,SA001A,1
CHN,1995,SA005A,1
CHN,1995,SP002A,1
CHN,1995,SU005A,2
CHN,1995,SU006A,1
CHN,1995,TA001A,37
CHN,1995,TA003B,10
CHN,1995,TA004A,7
CHN,1996,AC004A,3
CHN,1996,AC013A,8
CHN,1996,AC014B,4
CHN,1996,AC014C,2
CHN,1996,AC022A,10
CHN,1996,AC025A,2
CHN,1996,AC028A,1
CHN,1996,AC035A,2
CHN,1996,AC046A,6
CHN,1996,AC9969,2
CHN,1996,AC9975,2
CHN,1996,AC9999,1
CHN,1996,AU9999,2
CHN,1996,BR001A,32
CHN,1996,BR006A,4
CHN,1996,CM010A,10
CHN,1996,CM017A,4
CHN,1996,CM048A,2
CHN,1996,CY006A,4
CHN,1996,EU004A,5
CHN,1996,EU009A,44
CHN,1996,EU011A,10
CHN,1996,EU027A,2
CHN,1996,EU040A,5
CHN,1996,EU047A,70
CHN,1996,EU049A,2
CHN,1996,EU051B,4
CHN,1996,EU056A,2
CHN,1996,EU057A,2
CHN,1996,EU9964,2
CHN,1996,EU9965,2
CHN,1996,EU9999,2
CHN,1996,FR9991,10
CHN,1996,FU002B,50
CHN,1996,FU002F,22
CHN,1996,GO003A,6
CHN,1996,MR001A,4
CHN,1996,NA003B,2
CHN,1996,NA037A,4
CHN,1996,NA044A,2
CHN,1996,NA046A,1
CHN,1996,NA156A,58
CHN,1996,NA158A,4
CHN,1996,NA167A,2
CHN,1996,NI002A,2
CHN,1996,NI005A,4
CHN,1996,NI9999,1
CHN,1996,PE002A,26
CHN,1996,PI022B,4
CHN,1996,PI023A,2
CHN,1996,PI9999,1
CHN,1996,SP002A,2
CHN,1996,SU005A,8
CHN,1996,SY010A,2
CHN,1996,TA001A,16
CHN,1996,TA003B,10
CHN,1997,AC013A,23
CHN,1997,AC014C,5
CHN,1997,AC022A,20
CHN,1997,AC028A,2
CHN,1997,AC046A,3
CHN,1997,AU002A,1
CHN,1997,BR001A,61
CHN,1997,BR006A,16
CHN,1997,CM010A,6
CHN,1997,CM014A,1
CHN,1997,CM048A,2
CHN,1997,CY006D,1
CHN,1997,EU002B,17
CHN,1997,EU004A,1
CHN,1997,EU009A,24
CHN,1997,EU011A,4
CHN,1997,EU019A,3
CHN,1997,EU027A,1
CHN,1997,EU040A,1
CHN,1997,EU047A,109
CHN,1997,EU048A,13
CHN,1997,EU049A,3
CHN,1997,EU049D,1
CHN,1997,EU056A,2
CHN,1997,EU9965,2
CHN,1997,EU9999,4
CHN,1997,FR005D,11
CHN,1997,FR007A,3
CHN,1997,FR9991,5
CHN,1997,FU002B,25
CHN,1997,FU002F,6
CHN,1997,GO003A,4
CHN,1997,GO004A,6
CHN,1997,GO9999,1
CHN,1997,NA006A,3
CHN,1997,NA015A,1
CHN,1997,NA039A,1
CHN,1997,NA044A,2
CHN,1997,NA046A,2
CHN,1997,NA156A,15
CHN,1997,NI005A,3
CHN,1997,PE002A,26
CHN,1997,PI016A,3
CHN,1997,PI022B,5
CHN,1997,PI9999,1
CHN,1997,SY010A,2
CHN,1997,TA001A,46
CHN,1997,TA003B,4
CHN,1997,TA004A,6
CHN,1998,AC013A,19
CHN,1998,AC014C,1
CHN,1998,AC022A,27
CHN,1998,AC028A,3
CHN,1998,AC046A,4
CHN,1998,BR001A,54
CHN,1998,BR006A,12
CHN,1998,CM010A,11
CHN,1998,CM048A,5
CHN,1998,EU002B,5
CHN,1998,EU009A,62
CHN,1998,EU019A,3
CHN,1998,EU047A,58
CHN,1998,EU048A,13
CHN,1998,EU049A,1
CHN,1998,EU051B,5
CHN,1998,EU056A,2
CHN,1998,EU9999,30
CHN,1998,FR9991,1
CHN,1998,FU002B,15
CHN,1998,FU002F,3
CHN,1998,NA044A,3
CHN,1998,NA156A,61
CHN,1998,NA9999,9
CHN,1998,NI005A,4
CHN,1998,NI9999,2
CHN,1998,PE002A,37
CHN,1998,PI022B,6
CHN,1998,PI9999,1
CHN,1998,SY010A,10
CHN,1998,TA001A,45
CHN,1998,TA003B,1
CHN,1999,AC004A,1
CHN,1999,AC013A,35
CHN,1999,AC014C,1
CHN,1999,AC022A,8
CHN,1999,AC028A,3
CHN,1999,AC046A,3
CHN,1999,BR001A,55
CHN,1999,BR006A,13
CHN,1999,CM010A,11
CHN,1999,CM014A,2
CHN,1999,CM048A,4
CHN,1999,CY006D,6
CHN,1999,CY010A,1
CHN,1999,DE001A,1
CHN,1999,EU002B,2
CHN,1999,EU002E,2
CHN,1999,EU009A,17
CHN,1999,EU011A,2
CHN,1999,EU020A,1
CHN,1999,EU047A,66
CHN,1999,EU048A,15
CHN,1999,EU049A,8
CHN,1999,EU051B,4
CHN,1999,EU057A,1
CHN,1999,EU9999,7
CHN,1999,FR005D,5
CHN,1999,FU002B,38
CHN,1999,FU002F,10
CHN,1999,NA006A,2
CHN,1999,NA037A,1
CHN,1999,NA156A,30
CHN,1999,NI005A,5
CHN,1999,NI017A,4
CHN,1999,PE002A,42
CHN,1999,PI022B,3
CHN,1999,PI023A,5
CHN,1999,PI9999,2
CHN,1999,TA001A,58
CHN,1999,TA003B,4
CHN,2000,AC013A,20
CHN,2000,AC014B,3
CHN,2000,AC014C,6
CHN,2000,AC022A,9
CHN,2000,AU9999,1
CHN,2000,BR001A,60
CHN,2000,BR006A,8
CHN,2000,CM010A,6
CHN,2000,CM014A,1
CHN,2000,CM048A,6
CHN,2000,EU002B,4
CHN,2000,EU002E,2
CHN,2000,EU009A,24
CHN,2000,EU011A,9
CHN,2000,EU014A,3
